simulation_time,TRm_degC,TAmb_degC,senPir,conCo2Rm
12899220,22.82924141,15.98731476,1,880.2655048
12899280,23.12094597,15.97825556,1,880.2655048
12899340,23.34485543,15.96917344,1,880.2655048
12899400,23.52350767,15.96006944,1,880.2655048
12899460,23.66664194,15.95094462,1,880.2655048
12899520,23.77940359,15.9418,1,880.2655048
12899580,23.86819986,15.93263663,1,880.2655048
12899640,23.93820989,15.92345556,1,880.2655048
12899700,23.99358465,15.91425781,1,880.2655048
12899760,24.03831793,15.90504444,1,880.2655048
12899820,23.60855547,15.89581649,1,880.2655048
12899880,23.20109523,15.886575,1,880.2655048
12899940,22.86771519,15.87732101,1,880.2655048
12900000,22.60284706,15.86805556,1,880.2655048
12900060,22.39704658,15.85877969,1,880.2655048
12900120,22.23973934,15.84949444,1,880.2655048
12900180,22.12029434,15.84020087,1,880.2655048
12900240,22.02943007,15.8309,1,880.2655048
12900300,21.95986455,15.82159288,1,880.2655048
12900360,22.44099158,15.81228056,1,880.2655048
12900420,22.81679269,15.80296406,1,880.2655048
12900480,23.11044967,15.79364444,1,880.2655048
12900540,23.34040226,15.78432274,1,880.2655048
12900600,23.52079467,15.775,1,880.2655048
12900660,23.66277436,15.76567726,1,880.2655048
12900720,23.77517002,15.75635556,1,880.2655048
12900780,23.86405623,15.74703594,1,880.2655048
12900840,23.93433535,15.73771944,1,880.2655048
12900900,23.99021797,15.72840712,1,880.2655048
12900960,24.03489313,15.7191,1,880.2655048
12901020,23.60625066,15.70979913,1,880.2655048
12901080,23.20005815,15.70050556,1,880.2655048
12901140,22.86742844,15.69122031,1,880.2655048
12901200,22.60321993,15.68194444,1,880.2655048
12901260,22.3981248,15.67267899,1,880.2655048
12901320,22.24131956,15.663425,1,880.2655048
12901380,22.12190852,15.65418351,1,880.2655048
12901440,22.03073539,15.64495556,1,880.2655048
12901500,21.96097266,15.63574219,1,880.2655048
12901560,22.44214465,15.62654444,1,880.2655048
12901620,22.81803324,15.61736337,1,880.2655048
12901680,23.11236657,15.6082,1,880.2655048
12901740,23.34299213,15.59905538,1,880.2655048
12901800,23.52318107,15.58993056,1,880.2655048
12901860,23.66478848,15.58082656,1,880.2655048
12901920,23.77637122,15.57174444,1,880.2655048
12901980,23.86457726,15.56268524,1,880.2655048
12902040,23.93458361,15.55365,1,880.2655048
12902100,23.99039205,15.54463976,1,880.2655048
12902160,24.03284052,15.53565556,1,880.2655048
12902220,23.60531858,15.52669844,1,880.2655048
12902280,23.20092881,15.51776944,1,880.2655048
12902340,22.86840311,15.50886962,1,880.2655048
12902400,22.60471974,15.5,1,880.2655048
12902460,22.40341908,15.49122848,1,880.2655048
12902520,22.24518525,15.48262194,1,880.2655048
12902580,22.12319052,15.47417992,1,880.2655048
12902640,22.03007506,15.46590196,1,880.2655048
12902700,21.95998747,15.45778761,1,880.2655048
12902760,22.44148727,15.4498364,1,880.2655048
12902820,22.81733927,15.44204787,1,880.2655048
12902880,23.11094559,15.43442157,1,880.2655048
12902940,23.34084181,15.42695703,1,880.2655048
12903000,23.51564149,15.4196538,1,880.2655048
12903060,23.65307661,15.41251141,1,880.2655048
12903120,23.76681978,15.40552941,1,880.2655048
12903180,23.85715605,15.39870734,1,880.2655048
12903240,23.92976385,15.39204473,1,880.2655048
12903300,23.98714135,15.38554113,1,880.2655048
12903360,24.03249841,15.37919608,1,880.2655048
12903420,23.60386636,15.37300911,1,880.2655048
12903480,23.19724887,15.36697978,1,880.2655048
12903540,22.86286901,15.36110761,1,880.2655048
12903600,22.59807578,15.35539216,1,880.2655048
12903660,22.39317062,15.34983295,1,880.2655048
12903720,22.23659737,15.34442953,1,880.2655048
12903780,22.11721168,15.33918145,1,880.2655048
12903840,22.02581306,15.33408824,1,880.2655048
12903900,21.95551822,15.32914943,1,880.2655048
12903960,22.43606758,15.32436458,1,880.2655048
12904020,22.81135363,15.31973323,1,880.2655048
12904080,23.10510084,15.3152549,1,880.2655048
12904140,23.33574525,15.31092915,1,880.2655048
12904200,23.51576066,15.30675551,1,880.2655048
12904260,23.65143695,15.30273353,1,880.2655048
12904320,23.76023134,15.29886275,1,880.2655048
12904380,23.84949377,15.29514269,1,880.2655048
12904440,23.92050987,15.29157292,1,880.2655048
12904500,23.97687155,15.28815296,1,880.2655048
12904560,24.02239584,15.28488235,1,880.2655048
12904620,23.59435575,15.28176065,1,880.2655048
12904680,23.18931019,15.27878738,1,880.2655048
12904740,22.85579622,15.27596209,1,880.2655048
12904800,22.59168244,15.27328431,1,880.2655048
12904860,22.38722425,15.2707536,1,880.2655048
12904920,22.23079476,15.26836949,1,880.2655048
12904980,22.11159167,15.26613151,1,880.2655048
12905040,22.02070664,15.26403922,1,880.2655048
12905100,21.95090567,15.26209214,1,880.2655048
12905160,22.43095986,15.26028983,1,880.2655048
12905220,22.80403331,15.25863182,1,880.2655048
12905280,23.09783227,15.25711765,1,880.2655048
12905340,23.32838843,15.25574686,1,880.2655048
12905400,23.50831507,15.254519,1,880.2655048
12905460,23.64797158,15.25343359,1,880.2655048
12905520,23.75399493,15.2524902,1,880.2655048
12905580,23.84273496,15.25168834,1,880.2655048
12905640,23.914111,15.25102757,1,880.2655048
12905700,23.97148649,15.25050743,1,880.2655048
12905760,24.01747074,15.25012745,1,880.2655048
12905820,23.58936869,15.24988718,1,880.2655048
12905880,23.18441888,15.24978615,1,880.2655048
12905940,22.8507464,15.24982391,1,880.2655048
12906000,22.58613813,15.25,1,880.2655048
12906060,22.38542418,15.2503799,1,880.1330565
12906120,22.22876989,15.25102941,1,879.7840002
12906180,22.10822575,15.25194853,1,879.2132406
12906240,22.01221048,15.25313725,1,878.4559984
12906300,21.93596317,15.25459559,1,877.5132171
12906360,22.40731366,15.25632353,1,876.4228488
12906420,22.76924078,15.25832108,1,875.1522758
12906480,23.05299157,15.26058824,1,873.7242448
12906540,23.26931831,15.263125,1,872.1274768
12906600,23.44291705,15.26593137,1,870.4046963
12906660,23.57767151,15.26900735,1,868.5438444
12906720,23.68203729,15.27235294,1,866.5517783
12906780,23.7627274,15.27596814,1,864.4335762
12906840,23.82497509,15.27985294,1,862.196202
12906900,23.87270867,15.28400735,1,859.8428463
12906960,23.90925889,15.28843137,1,857.3811399
12907020,23.93712352,15.293125,1,854.8172113
12907080,23.95804218,15.29808824,1,852.1530236
12907140,23.97358926,15.30332108,1,849.3954046
12907200,23.98486483,15.30882353,1,846.5453524
12907260,23.99281592,15.31459559,1,843.6087804
12907320,23.99815226,15.32063725,1,840.5883329
12907380,24.00142773,15.32694853,1,837.4876461
12907440,23.54028514,15.33352941,1,834.3506031
12907500,23.10718305,15.3403799,1,831.0962194
12907560,22.74999631,15.3475,1,827.771363
12907620,22.46606067,15.35488971,1,824.3768193
12907680,22.24340548,15.36254902,1,820.9149552
12907740,22.06969821,15.37047794,1,817.3874166
12907800,21.93413195,15.37867647,1,813.7968209
12907860,22.361906,15.38714461,1,810.1457741
12907920,22.6953307,15.39588235,1,806.4318856
12907980,22.95480831,15.40488971,1,802.6559797
12908040,23.15664387,15.41416667,1,798.8214682
12908100,23.31451597,15.42371324,1,794.9325767
12908160,23.43711969,15.43352941,1,790.9879041
12908220,23.53244765,15.4436152,1,786.9893748
12908280,23.60631052,15.45397059,1,782.9378677
12908340,23.66328108,15.46459559,1,778.8328906
12908400,23.70713196,15.4754902,1,774.6762032
12908460,23.74068668,15.48665441,1,770.467646
12908520,23.76616031,15.49808824,1,766.2083641
12908580,23.7852785,15.50979167,1,761.8983888
12908640,23.79939372,15.52176471,1,757.5380363
12908700,23.8095624,15.53400735,1,753.1270318
12908760,23.81661923,15.54651961,1,748.6661638
12908820,23.82121463,15.55930147,1,744.1551929
12908880,23.82385583,15.57235294,1,739.593529
12908940,23.82494902,15.58567402,1,734.9817096
12909000,23.82480964,15.59926471,1,730.3193082
12909060,23.82368621,15.613125,1,725.6061577
12909120,23.82177623,15.6272549,1,720.8421479
12909180,23.81923553,15.64165441,1,716.0271175
12909240,23.81618316,15.65632353,1,711.1602825
12909300,23.81271502,15.67126225,1,706.2412059
12909360,23.80890867,15.68647059,1,701.2695066
12909420,23.80482568,15.70194853,1,696.2447536
12909480,23.80051108,15.71769608,1,691.1659382
12909540,23.79600647,15.73371324,1,686.0328732
12909600,23.79134756,15.75,0,680.8453136
12909660,23.78742264,15.7664299,0,675.7130202
12909720,23.7848839,15.78287712,0,670.7427728
12909780,23.78343514,15.79934265,0,665.9283654
12909840,23.78283402,15.81582745,0,661.2630211
12909900,23.78289337,15.83233252,0,656.7408002
12909960,23.78346117,15.84885882,0,652.3554186
12910020,23.78441318,15.86540735,0,648.1005627
12910080,23.78566112,15.88197908,0,643.9712574
12910140,23.78713052,15.898575,0,639.9620705
12910200,23.78876001,15.91519608,0,636.0677474
12910260,23.79050621,15.9318433,0,632.2837239
12910320,23.79233338,15.94851765,0,628.6054491
12910380,23.79421111,15.9652201,0,625.0284311
12910440,23.7961187,15.98195163,0,621.5486901
12910500,23.7980419,15.99871324,0,618.1625704
12910560,23.79996613,16.01550588,0,614.8662732
12910620,23.80188119,16.03233056,0,611.65632
12910680,23.8037777,16.04918824,0,608.529214
12910740,23.80565268,16.0660799,0,605.4821065
12910800,23.80750209,16.08300654,0,602.5113821
12910860,23.80932199,16.09996912,0,599.6147712
12910920,23.81110874,16.11696863,0,596.79001
12910980,23.81286112,16.13400605,0,594.0340203
12911040,23.81457595,16.15108235,0,591.3440996
12911100,23.81625447,16.16819853,0,588.7180897
12911160,23.81789909,16.18535556,0,586.153466
12911220,23.81950863,16.20255441,0,583.6488579
12911280,23.82108272,16.21979608,0,581.2014468
12911340,23.82262516,16.23708154,0,578.8099099
12911400,23.82413272,16.25441176,0,576.4724414
12911460,23.82560688,16.27178775,0,574.1867471
12911520,23.82704984,16.28921046,0,571.951513
12911580,23.82846014,16.30668088,0,569.7650092
12911640,23.82983718,16.3242,0,567.6255839
12911700,23.83118362,16.34176879,0,565.5318679
12911760,23.83249865,16.35938824,0,563.4828933
12911820,23.83378485,16.37705931,0,561.4762127
12911880,23.83504318,16.39478301,0,559.5111601
12911940,23.83627407,16.41256029,0,557.5864427
12912000,23.83747607,16.43039216,0,555.7007248
12912060,23.83865116,16.44827958,0,553.8529183
12912120,23.83980316,16.46622353,0,552.0420763
12912180,23.84093219,16.484225,0,550.2671028
12912240,23.84203457,16.50228497,0,548.5272345
12912300,23.84311287,16.52040441,0,546.8210774
12912360,23.84416924,16.53858431,0,545.1472474
12912420,23.84520215,16.55682565,0,543.5057227
12912480,23.84621319,16.57512941,0,541.8946902
12912540,23.84720332,16.59349657,0,540.3138489
12912600,23.84817156,16.6119281,0,538.762245
12912660,23.84911894,16.630425,0,537.2391225
12912720,23.85004739,16.64898824,0,535.7441828
12912780,23.8509574,16.66761879,0,534.2758478
12912840,23.85185091,16.68631765,0,532.8339785
12912900,23.85272651,16.70508578,0,531.417741
12912960,23.85358516,16.72392418,0,530.0264897
12913020,23.85442951,16.74283382,0,528.6597205
12913080,23.85525871,16.76181569,0,527.3167669
12913140,23.8560732,16.78087075,0,525.997047
12913200,23.85687382,16.8,0,524.6999717
12913260,23.85772409,16.81916667,0,523.4250701
12913320,23.85867549,16.83833333,0,522.1717886
12913380,23.85970009,16.8575,0,520.9396481
12913440,23.86078489,16.87666667,0,519.7278557
12913500,23.86190844,16.89583333,0,518.538951
12913560,23.86306692,16.915,0,517.3666432
12913620,23.86425781,16.93416667,0,516.2135834
12913680,23.86545792,16.95333333,0,515.0819046
12913740,23.86667491,16.9725,0,513.9655615
12913800,23.86791008,16.99166667,0,512.8672544
12913860,23.86913939,17.01083333,0,511.7890157
12913920,23.87037616,17.03,0,510.7249572
12913980,23.87162152,17.04916667,0,509.6776801
12914040,23.87285141,17.06833333,0,508.6491421
12914100,23.87408361,17.0875,0,507.6337417
12914160,23.87532196,17.10666667,0,506.6340893
12914220,23.87654211,17.12583333,0,505.6519656
12914280,23.87776389,17.145,0,504.6821838
12914340,23.87898663,17.16416667,0,503.7270118
12914400,23.88018903,17.18333333,0,502.7882586
12914460,23.88139233,17.2025,0,501.8610427
12914520,23.88259667,17.22166667,0,500.9475788
12914580,23.88378498,17.24083333,0,500.0496229
12914640,23.88497231,17.26,0,499.1624668
12914700,23.8861579,17.27916667,0,498.2881538
12914760,23.88732573,17.29833333,0,497.4282979
12914820,23.88849345,17.3175,0,496.578649
12914880,23.88965903,17.33666667,0,495.7410407
12914940,23.89080808,17.35583333,0,494.9170738
12915000,23.89195644,17.375,0,494.1026679
12915060,23.89310303,17.39416667,0,493.2996497
12915120,23.89424164,17.41333333,0,492.5077693
12915180,23.89537663,17.4325,0,491.7267263
12915240,23.89650243,17.45166667,0,490.9563375
12915300,23.89762412,17.47083333,0,490.1963442
12915360,23.89873897,17.49,0,489.4466499
12915420,23.89984798,17.50916667,0,488.7068946
12915480,23.90094996,17.52833333,0,487.9770322
12915540,23.90204831,17.5475,0,487.256785
12915600,23.90313794,17.56666667,0,486.5460054
12915660,23.90422355,17.58583333,0,485.8444578
12915720,23.90530271,17.605,0,485.1520763
12915780,23.90637945,17.62416667,0,484.4686266
12915840,23.90745132,17.64333333,0,483.7940557
12915900,23.90851877,17.6625,0,483.1280399
12915960,23.90958068,17.68166667,0,482.4705686
12916020,23.91063673,17.70083333,0,481.8212917
12916080,23.91168652,17.72,0,481.1802294
12916140,23.91273261,17.73916667,0,480.5471059
12916200,23.91376899,17.75833333,0,479.9230839
12916260,23.91480387,17.7775,0,479.3055112
12916320,23.91583756,17.79666667,0,478.6956613
12916380,23.91686692,17.81583333,0,478.0932072
12916440,23.91789176,17.835,0,477.4981604
12916500,23.91891441,17.85416667,0,476.9103034
12916560,23.91993349,17.87333333,0,476.3296318
12916620,23.92094803,17.8925,0,475.7558498
12916680,23.92195822,17.91166667,0,475.1889938
12916740,23.92296545,17.93083333,0,474.628825
12916800,23.92396608,17.95,0,474.0752989
12916860,23.92496626,17.96916667,0,473.5282871
12916920,23.92595676,17.98833333,0,472.9890016
12916980,23.92694744,18.0075,0,472.4546492
12917040,23.92793926,18.02666667,0,471.9266053
12917100,23.92892388,18.04583333,0,471.404643
12917160,23.92990525,18.065,0,470.8886014
12917220,23.9308787,18.08416667,0,470.3796902
12917280,23.93185119,18.10333333,0,469.8753213
12917340,23.93282496,18.1225,0,469.3768101
12917400,23.93379547,18.14166667,0,468.8838721
12917460,23.93476417,18.16083333,0,468.3965755
12917520,23.93573101,18.18,0,467.9147084
12917580,23.93669329,18.19916667,0,467.4382595
12917640,23.93765248,18.21833333,0,466.9670301
12917700,23.93860184,18.2375,0,466.502198
12917760,23.93955293,18.25666667,0,466.0412568
12917820,23.94050547,18.27583333,0,465.5854944
12917880,23.94145226,18.295,0,465.1346579
12917940,23.94239656,18.31416667,0,464.6887206
12918000,23.94334057,18.33333333,0,464.2476012
12918060,23.94428032,18.3525,0,463.8112721
12918120,23.94521876,18.37166667,0,463.3796463
12918180,23.94615445,18.39083333,0,462.9525864
12918240,23.94708587,18.41,0,462.5300217
12918300,23.94801128,18.42916667,0,462.1130172
12918360,23.94893812,18.44833333,0,461.6993555
12918420,23.94986478,18.4675,0,461.2901262
12918480,23.9507837,18.48666667,0,460.8860777
12918540,23.95170321,18.50583333,0,460.485253
12918600,23.95262362,18.525,0,460.0886901
12918660,23.95354229,18.54416667,0,459.6962469
12918720,23.95445526,18.56333333,0,459.3087237
12918780,23.9553661,18.5825,0,458.9242082
12918840,23.95627741,18.60166667,0,458.5437101
12918900,23.95718868,18.62083333,0,458.1671295
12918960,23.95809211,18.64,0,457.7951616
12919020,23.95899651,18.65916667,0,457.4260818
12919080,23.95989659,18.67833333,0,457.0616052
12919140,23.96079816,18.6975,0,456.6999178
12919200,23.96169621,18.71666667,0,456.3427253
12919260,23.96259269,18.73583333,0,455.9881959
12919320,23.96349225,18.755,0,455.6373081
12919380,23.96438674,18.77416667,0,455.2906607
12919440,23.96528016,18.79333333,0,454.9466018
12919500,23.96617378,18.8125,0,454.6060022
12919560,23.96706196,18.83166667,0,454.2694439
12919620,23.96794971,18.85083333,0,453.9353919
12919680,23.96883521,18.87,0,453.6053622
12919740,23.96972075,18.88916667,0,453.2777767
12919800,23.97060468,18.90833333,0,452.9541214
12919860,23.97148899,18.9275,0,452.6328552
12919920,23.97236659,18.94666667,0,452.3156048
12919980,23.97324571,18.96583333,0,452.0004222
12920040,23.97412757,18.985,0,451.6883482
12920100,23.97500131,19.00416667,0,451.3800778
12920160,23.97587701,19.02333333,0,451.0738073
12920220,23.97674786,19.0425,0,450.7713222
12920280,23.97762105,19.06166667,0,450.4707886
12920340,23.97849006,19.08083333,0,450.173955
12920400,23.97936171,19.1,0,449.87903
12920460,23.98022956,19.11912647,0,449.5877236
12920520,23.98109663,19.1381734,0,449.2982355
12920580,23.98196584,19.15714205,0,449.0115238
12920640,23.98282846,19.17603367,0,448.7282623
12920700,23.9836902,19.19484954,0,448.4467442
12920760,23.98454625,19.21359091,0,448.168581
12920820,23.98540138,19.23225905,0,447.8921738
12920880,23.98625877,19.25085522,0,447.6183906
12920940,23.98711003,19.26938068,0,447.3478711
12921000,23.98796068,19.2878367,0,447.0790025
12921060,23.98880626,19.30622454,0,446.8133119
12921120,23.98965123,19.32454545,0,446.549286
12921180,23.99048591,19.34280072,0,446.2885265
12921240,23.99132133,19.36099158,0,446.0291594
12921300,23.99215284,19.37911932,0,445.7728193
12921360,23.99298441,19.39718519,0,445.5180761
12921420,23.99381244,19.41519045,0,445.2663065
12921480,23.99463402,19.43313636,0,445.0165999
12921540,23.99545546,19.4510242,0,444.768545
12921600,23.99627357,19.46885522,0,444.5233715
12921660,23.99708546,19.48663068,0,444.2801942
12921720,23.9978974,19.50435185,0,444.0386172
12921780,23.99870645,19.52201999,0,443.799833
12921840,23.99950963,19.53963636,0,443.5629842
12921900,24.00031313,19.55720223,0,443.3276874
12921960,24.00110883,19.57471886,0,443.0952362
12922020,24.00190613,19.5921875,0,442.863999
12922080,24.00269599,19.60960943,0,442.6355373
12922140,24.00348151,19.6269859,0,442.4087287
12922200,24.00426811,19.64431818,0,442.1833831
12922260,24.00504841,19.66160753,0,441.9607379
12922320,24.005825,19.67885522,0,441.7396866
12922380,24.00660312,19.6960625,0,441.5200544
12922440,24.00737582,19.71323064,0,441.303042
12922500,24.00814528,19.7303609,0,441.0875768
12922560,24.00891117,19.74745455,0,440.8738981
12922620,24.00967921,19.76451284,0,440.6615993
12922680,24.0104429,19.78153704,0,440.4518175
12922740,24.01120394,19.79852841,0,440.243523
12922800,24.01196207,19.81548822,0,440.0369464
12922860,24.01271753,19.83241772,0,439.8320871
12922920,24.01347055,19.84931818,0,439.6289263
12922980,24.01422135,19.86619087,0,439.4274467
12923040,24.01497011,19.88303704,0,439.2276319
12923100,24.01571704,19.89985795,0,439.0294657
12923160,24.01646232,19.91665488,0,438.8329321
12923220,24.0172061,19.93342908,0,438.6380156
12923280,24.01794854,19.95018182,0,438.4447009
12923340,24.01868979,19.96691435,0,438.2529729
12923400,24.01942517,19.98362795,0,438.0629204
12923460,24.02015992,20.00032386,0,437.8742595
12923520,24.02089417,20.01700337,0,437.6871387
12923580,24.02162805,20.03366772,0,437.5015429
12923640,24.02235695,20.05031818,0,437.317558
12923700,24.02308588,20.06695602,0,437.134912
12923760,24.02381502,20.08358249,0,436.9537485
12923820,24.02454445,20.10019886,0,436.7740535
12923880,24.02526958,20.1168064,0,436.5959101
12923940,24.02599524,20.13340636,0,436.4190569
12924000,24.02672164,20.15,0,436.2436327
12924060,24.02744383,20.16651241,0,436.0697168
12924120,24.02816605,20.18286853,0,435.8970556
12924180,24.02888304,20.19906941,0,435.7258748
12924240,24.02959938,20.21511608,0,435.5559248
12924300,24.03030988,20.23100962,0,435.3874272
12924360,24.03101936,20.24675105,0,435.2201376
12924420,24.0317227,20.26234143,0,435.0542737
12924480,24.03242484,20.27778182,0,434.8895958
12924540,24.03312071,20.29307325,0,434.7263179
12924600,24.03381532,20.30821678,0,434.5642049
12924660,24.03450363,20.32321346,0,434.4034668
12924720,24.03518589,20.33806434,0,434.2439557
12924780,24.03586702,20.35277045,0,434.0855782
12924840,24.03654207,20.36733287,0,433.9285381
12924900,24.03721132,20.38175262,0,433.7726913
12924960,24.03787964,20.39603077,0,433.6179477
12925020,24.03854216,20.41016836,0,433.4645058
12925080,24.03919911,20.42416643,0,433.3122256
12925140,24.03985533,20.43802605,0,433.1610197
12925200,24.040506,20.45174825,0,433.0110817
12925260,24.04115131,20.46533409,0,432.8622753
12925320,24.0417914,20.47878462,0,432.7145903
12925380,24.04242645,20.49210087,0,432.5680165
12925440,24.04306123,20.50528392,0,432.4224699
12925500,24.04369103,20.51833479,0,432.2781356
12925560,24.04431597,20.53125455,0,432.1348837
12925620,24.04493616,20.54404423,0,431.9927051
12925680,24.04555174,20.5567049,0,431.8515901
12925740,24.04616284,20.56923759,0,431.711529
12925800,24.0467696,20.58164336,0,431.5725122
12925860,24.04737216,20.59392325,0,431.4345303
12925920,24.04797062,20.60607832,0,431.2975744
12925980,24.04856511,20.61810962,0,431.1616355
12926040,24.04915574,20.63001818,0,431.0267049
12926100,24.0497426,20.64180507,0,430.8927741
12926160,24.05032579,20.65347133,0,430.7598345
12926220,24.05090538,20.66501801,0,430.627878
12926280,24.05148146,20.67644615,0,430.4968962
12926340,24.05205409,20.68775682,0,430.3668811
12926400,24.05262335,20.69895105,0,430.2378248
12926460,24.05318928,20.7100299,0,430.1097193
12926520,24.05375194,20.72099441,0,429.9825568
12926580,24.05431139,20.73184563,0,429.8563297
12926640,24.05486766,20.74258462,0,429.7310302
12926700,24.05542082,20.75321241,0,429.6066508
12926760,24.05596614,20.76373007,0,429.4832639
12926820,24.05650886,20.77413864,0,429.3606698
12926880,24.05704885,20.78443916,0,429.2389621
12926940,24.05758619,20.79463269,0,429.1181427
12927000,24.05812092,20.80472028,0,428.9982047
12927060,24.05864839,20.81470297,0,428.8792176
12927120,24.05917366,20.82458182,0,428.7609905
12927180,24.05969666,20.83435787,0,428.6436137
12927240,24.06021743,20.84403217,0,428.5270891
12927300,24.06073134,20.85360577,0,428.4114843
12927360,24.06124338,20.86307972,0,428.2966147
12927420,24.06175345,20.87245507,0,428.1825678
12927480,24.06226161,20.88173287,0,428.0693459
12927540,24.06276325,20.89091416,0,427.9570143
12927600,24.06326322,20.9,0,427.8453947
12927660,24.06376132,20.90895558,0,427.7345717
12927720,24.06425259,20.91774646,0,427.6246173
12927780,24.06474176,20.92637421,0,427.5153575
12927840,24.06522379,20.93484042,0,427.4069437
12927900,24.06570358,20.94314668,0,427.2992124
12927960,24.06618084,20.95129457,0,427.1922454
12928020,24.06665075,20.95928567,0,427.0861121
12928080,24.06711828,20.96712157,0,426.9806457
12928140,24.06757848,20.97480385,0,426.8759918
12928200,24.06803636,20.98233409,0,426.7719936
12928260,24.06848701,20.98971388,0,426.6687947
12928320,24.06893543,20.9969448,0,426.5662409
12928380,24.0693814,21.00402843,0,426.46441
12928440,24.06982023,21.01096637,0,426.3633677
12928500,24.07025684,21.01776018,0,426.2629566
12928560,24.07068641,21.02441146,0,426.1633145
12928620,24.07110925,21.03092179,0,426.0643549
12928680,24.07153014,21.03729276,0,425.9660034
12928740,24.07194434,21.04352594,0,425.8684014
12928800,24.07235674,21.04962293,0,425.7714048
12928860,24.07276262,21.05558529,0,425.6751465
12928920,24.07316681,21.06141463,0,425.5794845
12928980,24.0735646,21.06711252,0,425.4845499
12929040,24.07396079,21.07268054,0,425.3902027
12929100,24.07435069,21.07812029,0,425.2965719
12929160,24.07473454,21.08343333,0,425.2035772
12929220,24.07511699,21.08862127,0,425.1111494
12929280,24.07549345,21.09368567,0,425.0194207
12929340,24.07586415,21.09862813,0,424.928313
12929400,24.07623368,21.10345023,0,424.8377588
12929460,24.07659754,21.10815354,0,424.7478875
12929520,24.07695589,21.11273967,0,424.6586228
12929580,24.0773133,21.11721018,0,424.5698991
12929640,24.0776653,21.12156667,0,424.4818427
12929700,24.07801201,21.12581071,0,424.3943792
12929760,24.07835798,21.12994389,0,424.3074447
12929820,24.07869876,21.1339678,0,424.2211626
12929880,24.07903447,21.13788401,0,424.1354602
12929940,24.07936958,21.14169412,0,424.050275
12930000,24.07969972,21.1453997,0,423.9657278
12930060,24.08002496,21.14900234,0,423.8817476
12930120,24.08034538,21.15250362,0,423.7983239
12930180,24.08066548,21.15590513,0,423.7154013
12930240,24.08098095,21.15920845,0,423.6330975
12930300,24.08129183,21.16241516,0,423.5513436
12930360,24.0815982,21.16552685,0,423.4701296
12930420,24.0819002,21.1685451,0,423.3894507
12930480,24.08220225,21.17147149,0,423.3092539
12930540,24.08250016,21.17430762,0,423.2296529
12930600,24.08279389,21.17705505,0,423.1505815
12930660,24.08308351,21.17971538,0,423.0720302
12930720,24.08336914,21.1822902,0,422.9939943
12930780,24.0836509,21.18478107,0,422.9164697
12930840,24.08393315,21.18718959,0,422.8394061
12930900,24.08421179,21.18951735,0,422.7629123
12930960,24.08448672,21.19176591,0,422.6869251
12931020,24.08475799,21.19393688,0,422.6114356
12931080,24.08502568,21.19603183,0,422.5364393
12931140,24.08528992,21.19805234,0,422.4619325
12931200,24.08555084,21.2,0,422.3879112
12931260,24.08580869,21.201906,0,422.3143717
12931320,24.0860638,21.20379777,0,422.2413103
12931380,24.08632051,21.20567124,0,422.1686804
12931440,24.08657518,21.20752234,0,422.096584
12931500,24.08682757,21.20934701,0,422.0249621
12931560,24.08707773,21.21114118,0,421.9538063
12931620,24.08732572,21.21290077,0,421.8831129
12931680,24.0875716,21.21462174,0,421.8128781
12931740,24.0878154,21.2163,0,421.7430986
12931800,24.08805713,21.21793149,0,421.6737708
12931860,24.08829681,21.21951215,0,421.6048915
12931920,24.08853441,21.22103791,0,421.5364572
12931980,24.08876993,21.2225047,0,421.4684649
12932040,24.08900331,21.22390845,0,421.4009112
12932100,24.08923452,21.2252451,0,421.3337931
12932160,24.0894635,21.22651058,0,421.2671074
12932220,24.08969102,21.22770082,0,421.2008511
12932280,24.08992642,21.22881176,0,421.1350211
12932340,24.09019054,21.22983934,0,421.0696145
12932400,24.09048829,21.23077947,0,421.0046283
12932460,24.0908168,21.2316281,0,420.9400595
12932520,24.0911736,21.23238117,0,420.8759052
12932580,24.0915566,21.23303459,0,420.8121627
12932640,24.09196402,21.23358431,0,420.7488289
12932700,24.09239429,21.23402626,0,420.6859011
12932760,24.09284607,21.23435638,0,420.6233765
12932820,24.09331817,21.23457059,0,420.5612523
12932880,24.09380672,21.23466483,0,420.4995195
12932940,24.09431241,21.23463503,0,420.4381724
12933000,24.09483558,21.23447712,0,420.3772111
12933060,24.09537585,21.23418705,0,420.3166374
12933120,24.09593268,21.23376074,0,420.2564492
12933180,24.09650556,21.23319412,0,420.1966442
12933240,24.09709404,21.23248313,0,420.1372198
12933300,24.09769773,21.2316237,0,420.0781738
12933360,24.09831626,21.23061176,0,420.0195036
12933420,24.09894636,21.22944326,0,419.9612004
12933480,24.09958957,21.22811411,0,419.9032599
12933540,24.10024672,21.22662026,0,419.845682
12933600,24.10091784,21.22495764,0,419.7884683
12933660,24.10160274,21.22312217,0,419.731617
12933720,24.1023012,21.2211098,0,419.675126
12933780,24.10301304,21.21891646,0,419.6189929
12933840,24.10373509,21.21653808,0,419.5632092
12933900,24.10446905,21.21397059,0,419.5077714
12933960,24.10521583,21.21120992,0,419.4526792
12934020,24.10597554,21.20825202,0,419.3979342
12934080,24.10674804,21.20509281,0,419.3435348
12934140,24.10753319,21.20172823,0,419.2894789
12934200,24.10832784,21.1981542,0,419.235758
12934260,24.10913372,21.19436667,0,419.1823693
12934320,24.10995175,21.19036156,0,419.1293124
12934380,24.11078205,21.18613481,0,419.0765889
